,text,event_type,clean_text
5206,Lynel Kitambala (Lorient) wins a free kick in the attacking half.,8,lynel kitambala lorient win free kick attack half
5207,Attempt blocked. Mathieu Coutadeur (Lorient) right footed shot from outside the box is blocked.,1,attempt block mathieu coutadeur lorient right foot shot outside box block
5208,"Corner,  Lorient. Conceded by Benjamin Corgnet.",2,corner lorient concede benjamin corgnet
5209,Foul by Thomas Guerbert (Dijon).,3,foul thomas guerbert dijon
5210,Julien Quercia (Lorient) wins a free kick on the left wing.,8,julien quercia lorient win free kick leave wing
5211,Foul by Eric Bautheac (Dijon).,3,foul eric bautheac dijon
5212,Yann Jouffre (Lorient) wins a free kick on the right wing.,8,yann jouffre lorient win free kick right wing
5213,Cedric Varrault (Dijon) wins a free kick on the right wing.,8,cedric varrault dijon win free kick right wing
5214,Foul by Mathias Autret (Lorient).,3,foul mathias autret lorient
5215,Foul by Benjamin Corgnet (Dijon).,3,foul benjamin corgnet dijon
5216,Lynel Kitambala (Lorient) wins a free kick in the defensive half.,8,lynel kitambala lorient win free kick defensive half
5217,Attempt missed. Mathias Autret (Lorient) right footed shot from the left side of the box misses to the right. Assisted by Lucas Mareque.,1,attempt miss mathias autret lorient right foot shot left side box miss right assist lucas mareque
5218,Foul by Gregory Thil (Dijon).,3,foul gregory thil dijon
5219,Jacques-Alaixys Romao (Lorient) wins a free kick in the defensive half.,8,jacques alaixys romao lorient win free kick defensive half
5220,Attempt saved. Julien Quercia (Lorient) right footed shot from the left side of the box is saved in the bottom right corner. Assisted by Mathieu Coutadeur.,1,attempt save julien quercia lorient right foot shot left side box save bottom right corner assist mathieu coutadeur
5221,"Corner,  Lorient. Conceded by Baptiste Reynet.",2,corner lorient concede baptiste reynet
5222,Thomas Guerbert (Dijon) wins a free kick on the right wing.,8,thomas guerbert dijon win free kick right wing
5223,Foul by Lucas Mareque (Lorient).,3,foul lucas mareque lorient
5224,Attempt missed. Thomas Guerbert (Dijon) right footed shot from outside the box misses to the left.,1,attempt miss thomas guerbert dijon right foot shot outside box miss leave
5225,Foul by Younousse Sankhare (Dijon).,3,foul younousse sankhare dijon
5226,GrA©gory Bourillon (Lorient) wins a free kick in the defensive half.,8,gragory bourillon lorient win free kick defensive half
5227,Attempt saved. Julien Quercia (Lorient) right footed shot from the left side of the box is saved in the centre of the goal. Assisted by Mathias Autret.,1,attempt save julien quercia lorient right foot shot left side box save centre goal assist mathias autret
5228,"Corner,  Lorient. Conceded by Eric Bautheac.",2,corner lorient concede eric bautheac
5229,Hand ball by Thomas Guerbert (Dijon).,10,hand ball thomas guerbert dijon
5230,Baptiste Reynet (Dijon) wins a free kick in the defensive half.,8,baptiste reynet dijon win free kick defensive half
5231,Foul by Lynel Kitambala (Lorient).,3,foul lynel kitambala lorient
5232,Gregory Thil (Dijon) wins a free kick in the attacking half.,8,gregory thil dijon win free kick attack half
5233,Foul by Jacques-Alaixys Romao (Lorient).,3,foul jacques alaixys romao lorient
5234,Foul by Abdoulaye MA©itA© (Dijon).,3,foul abdoulaye maita dijon
5235,Julien Quercia (Lorient) wins a free kick in the attacking half.,8,julien quercia lorient win free kick attack half
5236,Abdoulaye MA©itA© (Dijon) is shown the red card for a bad foul.,6,abdoulaye maita dijon show red card bad foul
5237,"Substitution, Lorient. Jeremie Aliadiere replaces Julien Quercia because of an injury.",7,substitution lorient jeremie aliadiere replace julien quercia injury
5238,Attempt missed. Mathias Autret (Lorient) left footed shot from the left side of the box misses to the right. Assisted by Mathieu Coutadeur with a through ball.,1,attempt miss mathias autret lorient leave foot shot leave side box miss right assist mathieu coutadeur ball
5239,Eric Bautheac (Dijon) wins a free kick on the left wing.,8,eric bautheac dijon win free kick leave wing
5240,Foul by Pedrinho (Lorient).,3,foul pedrinho lorient
5241,"Substitution, Dijon. Steven Paulle replaces Benjamin Corgnet.",7,substitution dijon steven paulle replaces benjamin corgnet
5242,"Corner,  Lorient. Conceded by Younousse Sankhare.",2,corner lorient concede younousse sankhare
5243,Eric Bautheac (Dijon) wins a free kick in the defensive half.,8,eric bautheac dijon win free kick defensive half
5244,Foul by Jacques-Alaixys Romao (Lorient).,3,foul jacques alaixys romao lorient
5245,Attempt saved. Mathias Autret (Lorient) right footed shot from a difficult angle on the left is saved in the centre of the goal. Assisted by Lynel Kitambala with a through ball.,1,attempt save mathias autret lorient right foot shot difficult angle leave saved centre goal assist lynel kitambala ball
5246,Attempt missed. Jacques-Alaixys Romao (Lorient) right footed shot from outside the box misses to the right. Assisted by Mathieu Coutadeur.,1,attempt miss jacques alaixys romao lorient right foot shot outside box miss right assist mathieu coutadeur
5247,Attempt blocked. Yann Jouffre (Lorient) left footed shot from outside the box is blocked. Assisted by Pedrinho.,1,attempt block yann jouffre lorient leave foot shot outside box block assist pedrinho
5248,Thomas Guerbert (Dijon) wins a free kick in the attacking half.,8,thomas guerbert dijon win free kick attack half
5249,Foul by Lucas Mareque (Lorient).,3,foul lucas mareque lorient
5250,Lucas Mareque (Lorient) is shown the yellow card for a bad foul.,4,lucas mareque lorient show yellow card bad foul
5251,Attempt missed. Lynel Kitambala (Lorient) left footed shot from a difficult angle on the left misses to the left. Assisted by Pedrinho with a cross.,1,attempt miss lynel kitambala lorient left foot shot difficult angle leave miss leave assisted pedrinho cross
5252,Attempt missed. Thomas Guerbert (Dijon) right footed shot from the right side of the box is high and wide to the right. Assisted by Eric Bautheac following a fast break.,1,attempt miss thomas guerbert dijon right foot shot right side box high wide right assist eric bautheac follow fast break
5253,"Substitution, Dijon. Mehdi Courgnaud replaces Thomas Guerbert.",7,substitution dijon mehdi courgnaud replace thomas guerbert
5254,"Substitution, Lorient. Fabien Robert replaces Lynel Kitambala.",7,substitution lorient fabien robert replaces lynel kitambala
5255,Attempt missed. Mathieu Coutadeur (Lorient) right footed shot from outside the box misses to the left. Assisted by Lucas Mareque.,1,attempt miss mathieu coutadeur lorient right foot shot outside box miss leave assisted lucas mareque
5256,"Substitution, Lorient. Lamine Kone replaces Pedrinho.",7,substitution lorient lamine kone replaces pedrinho
5257,Attempt saved. Mathias Autret (Lorient) right footed shot from the left side of the box is saved in the centre of the goal. Assisted by Lucas Mareque.,1,attempt save mathias autret lorient right foot shot left side box save centre goal assist lucas mareque
5258,"Corner,  Lorient. Conceded by Baptiste Reynet.",2,corner lorient concede baptiste reynet
5259,Foul by Gregory Thil (Dijon).,3,foul gregory thil dijon
5260,Fabien Robert (Lorient) wins a free kick on the left wing.,8,fabien robert lorient win free kick leave wing
5261,Foul by Sanaa Altama (Dijon).,3,foul sanaa altama dijon
5262,Yann Jouffre (Lorient) wins a free kick in the attacking half.,8,yann jouffre lorient win free kick attack half
5263,Attempt saved. Yann Jouffre (Lorient) left footed shot from long range on the right is saved in the top centre of the goal.,1,attempt save yann jouffre lorient leave footed shot long range right save top centre goal
5264,"Corner,  Lorient. Conceded by Baptiste Reynet.",2,corner lorient concede baptiste reynet
5265,Attempt blocked. Jeremie Aliadiere (Lorient) right footed shot from the centre of the box is blocked. Assisted by Lucas Mareque.,1,attempt block jeremie aliadiere lorient right foot shot centre box block assisted lucas mareque
5266,"Corner,  Lorient. Conceded by Cedric Varrault.",2,corner lorient concede cedric varrault
5267,"Attempt missed. Mathias Autret (Lorient) right footed shot from the left side of the box is close, but misses to the left following a corner.",1,attempt miss mathias autret lorient right foot shot left side box close miss leave follow corner
5268,"Substitution, Dijon. Brice Jovial replaces Gregory Thil.",7,substitution dijon brice jovial replaces gregory thil
5269,Foul by Samuel Souprayen (Dijon).,3,foul samuel souprayen dijon
5270,Jeremie Aliadiere (Lorient) wins a free kick in the attacking half.,8,jeremie aliadiere lorient win free kick attack half
5271,Attempt saved. Bruno Ecuele Manga (Lorient) header from the centre of the box is saved in the centre of the goal. Assisted by Mathias Autret.,1,attempt save bruno ecuele manga lorient header centre box save centre goal assist mathias autret
5272,Foul by Mehdi Courgnaud (Dijon).,3,foul mehdi courgnaud dijon
5273,Lucas Mareque (Lorient) wins a free kick in the attacking half.,8,lucas mareque lorient win free kick attack half
5274,Attempt missed. Lamine Kone (Lorient) right footed shot from outside the box is high and wide to the left. Assisted by Lucas Mareque.,1,attempt miss lamine kone lorient right foot shot outside box high wide leave assisted lucas mareque
5275,Brice Jovial (Dijon) wins a free kick in the attacking half.,8,brice jovial dijon win free kick attack half
5276,Foul by GrA©gory Bourillon (Lorient).,3,foul gragory bourillon lorient
5277,Baptiste Reynet (Dijon) wins a free kick in the defensive half.,8,baptiste reynet dijon win free kick defensive half
5278,Foul by Fabien Robert (Lorient).,3,foul fabien robert lorient
5279,Fabien Robert (Lorient) is shown the yellow card for a bad foul.,4,fabien robert lorient show yellow card bad foul
5280,Sanaa Altama (Dijon) wins a free kick in the defensive half.,8,sanaa altama dijon win free kick defensive half
5281,Foul by Jeremie Aliadiere (Lorient).,3,foul jeremie aliadiere lorient
5282,Attempt missed. Eric Bautheac (Dijon) left footed shot from outside the box misses to the right. Assisted by Mehdi Courgnaud.,1,attempt miss eric bautheac dijon leave foot shot outside box miss right assist mehdi courgnaud
5283,Attempt missed. Fabien Robert (Lorient) right footed shot from the right side of the box is high and wide to the right. Assisted by Mathias Autret.,1,attempt miss fabien robert lorient right foot shot right side box high wide right assist mathias autret
5284,Foul by Brice Jovial (Dijon).,3,foul brice jovial dijon
5285,Mathieu Coutadeur (Lorient) wins a free kick in the defensive half.,8,mathieu coutadeur lorient win free kick defensive half
5286,Attempt blocked. Lucas Mareque (Lorient) left footed shot from outside the box is blocked. Assisted by Jacques-Alaixys Romao.,1,attempt block lucas mareque lorient leave foot shot outside box block assisted jacques alaixys romao
5287,Attempt blocked. GrA©gory Bourillon (Lorient) right footed shot from outside the box is blocked. Assisted by Mathieu Coutadeur.,1,attempt block gragory bourillon lorient right foot shot outside box block assist mathieu coutadeur
5288,"Corner,  Lorient. Conceded by Steven Paulle.",2,corner lorient concede steven paulle
5289,Attempt missed. Eric Bautheac (Dijon) right footed shot from outside the box misses to the right. Assisted by Samuel Souprayen following a fast break.,1,attempt miss eric bautheac dijon right foot shot outside box miss right assist samuel souprayen follow fast break
5290,Brice Jovial (Dijon) wins a free kick on the right wing.,8,brice jovial dijon win free kick right wing
5291,Foul by Lamine Kone (Lorient).,3,foul lamine kone lorient
5292,Lamine Kone (Lorient) is shown the yellow card.,4,lamine kone lorient show yellow card
5293,Younousse Sankhare (Dijon) wins a free kick in the defensive half.,8,younousse sankhare dijon win free kick defensive half
5294,Foul by Mathieu Coutadeur (Lorient).,3,foul mathieu coutadeur lorient
5295,"Corner,  Dijon. Conceded by Bruno Ecuele Manga.",2,corner dijon concede bruno ecuele manga
5296,"Goal!  Dijon 2, Lorient 0. Brice Jovial (Dijon) right footed shot from the left side of the box to the centre of the goal.",1,goal dijon lorient brice jovial dijon right foot shot left side box centre goal
5297,Attempt blocked. Yann Jouffre (Lorient) right footed shot from the right side of the box is blocked. Assisted by Jacques-Alaixys Romao.,1,attempt block yann jouffre lorient right foot shot right side box block assisted jacques alaixys romao
5298,Attempt blocked. Jeremie Aliadiere (Lorient) right footed shot from outside the box is blocked.,1,attempt block jeremie aliadiere lorient right foot shot outside box block
5299,"Corner,  Lorient. Conceded by Chaher Zarour.",2,corner lorient concede chaher zarour
5300,Foul by Eric Bautheac (Dijon).,3,foul eric bautheac dijon
5301,Lucas Mareque (Lorient) wins a free kick in the attacking half.,8,lucas mareque lorient win free kick attack half
5302,Foul by Samuel Souprayen (Dijon).,3,foul samuel souprayen dijon
5303,Jeremie Aliadiere (Lorient) wins a free kick in the attacking half.,8,jeremie aliadiere lorient win free kick attack half
5304,Samuel Souprayen (Dijon) is shown the yellow card for a bad foul.,4,samuel souprayen dijon show yellow card bad foul
5305,"Corner,  Lorient. Conceded by Brice Jovial.",2,corner lorient concede brice jovial
5306,Foul by Steven Paulle (Dijon).,3,foul steven paulle dijon
5307,Fabien Robert (Lorient) wins a free kick in the attacking half.,8,fabien robert lorient win free kick attack half
5308,Cedric Varrault (Dijon) is shown the yellow card.,4,cedric varrault dijon show yellow card
5309,Bruno Ecuele Manga (Lorient) is shown the yellow card.,4,bruno ecuele manga lorient show yellow card
